lineup_ids,lineup_names,MINUTES
2199-2544-203493-1627742-1628398,T. Chandler-L. James-R. Bullock-B. Ingram-K. Kuzma,8.0
2199-2544-200765-1627742-1628404,T. Chandler-L. James-R. Rondo-B. Ingram-J. Hart,8.0
201580-1627936-1629004-1629021-1629067,J. McGee-A. Caruso-S. Mykhailiuk-M. Wagner-I. Bonga,7.0
2544-201580-203484-1627742-1628398,L. James-J. McGee-K. Caldwell-Pope-B. Ingram-K. Kuzma,7.0
2544-201580-202362-1627936-1628398,L. James-J. McGee-L. Stephenson-A. Caruso-K. Kuzma,7.0
2544-203484-1628366-1628398-1629140,L. James-K. Caldwell-Pope-L. Ball-K. Kuzma-J. Williams,7.0
2544-202362-203484-1629004-1629021,L. James-L. Stephenson-K. Caldwell-Pope-S. Mykhailiuk-M. Wagner,7.0
2544-200765-201580-1627742-1628404,L. James-R. Rondo-J. McGee-B. Ingram-J. Hart,7.0
2544-200765-203488-203493-1628398,L. James-R. Rondo-M. Muscala-R. Bullock-K. Kuzma,7.0
202362-203484-1627826-1629004-1629021,L. Stephenson-K. Caldwell-Pope-I. Zubac-S. Mykhailiuk-M. Wagner,7.0
202362-203484-1628404-1629004-1629140,L. Stephenson-K. Caldwell-Pope-J. Hart-S. Mykhailiuk-J. Williams,7.0
202362-203484-203493-1627936-1629140,L. Stephenson-K. Caldwell-Pope-R. Bullock-A. Caruso-J. Williams,7.0
202362-203488-1627936-1629140-1629203,L. Stephenson-M. Muscala-A. Caruso-J. Williams-J. Jones,7.0
201563-201580-202362-1627742-1628404,M. Beasley-J. McGee-L. Stephenson-B. Ingram-J. Hart,7.0
201563-202362-203484-1627742-1629004,M. Beasley-L. Stephenson-K. Caldwell-Pope-B. Ingram-S. Mykhailiuk,7.0
200765-1627936-1628404-1629021-1629140,R. Rondo-A. Caruso-J. Hart-M. Wagner-J. Williams,7.0
200765-201580-203484-1628398-1629021,R. Rondo-J. McGee-K. Caldwell-Pope-K. Kuzma-M. Wagner,7.0
200765-203484-203488-203493-1629021,R. Rondo-K. Caldwell-Pope-M. Muscala-R. Bullock-M. Wagner,7.0
200765-202362-203484-1628404-1629140,R. Rondo-L. Stephenson-K. Caldwell-Pope-J. Hart-J. Williams,7.0
2199-203484-1628366-1628398-1629004,T. Chandler-K. Caldwell-Pope-L. Ball-K. Kuzma-S. Mykhailiuk,7.0
2199-2544-202362-203484-1628398,T. Chandler-L. James-L. Stephenson-K. Caldwell-Pope-K. Kuzma,7.0
2199-202362-203484-1628398-1629004,T. Chandler-L. Stephenson-K. Caldwell-Pope-K. Kuzma-S. Mykhailiuk,7.0
2199-200765-203484-1628398-1628404,T. Chandler-R. Rondo-K. Caldwell-Pope-K. Kuzma-J. Hart,7.0
2199-200765-202362-203484-1627742,T. Chandler-R. Rondo-L. Stephenson-K. Caldwell-Pope-B. Ingram,7.0
201580-203484-1628366-1628398-1628404,J. McGee-K. Caldwell-Pope-L. Ball-K. Kuzma-J. Hart,6.0
201580-202362-203484-1628366-1629004,J. McGee-L. Stephenson-K. Caldwell-Pope-L. Ball-S. Mykhailiuk,6.0
201580-202362-1628366-1628404-1629004,J. McGee-L. Stephenson-L. Ball-J. Hart-S. Mykhailiuk,6.0
201580-202362-1628366-1628398-1628404,J. McGee-L. Stephenson-L. Ball-K. Kuzma-J. Hart,6.0
2544-201580-203484-203488-1628404,L. James-J. McGee-K. Caldwell-Pope-M. Muscala-J. Hart,6.0
2544-201580-202362-1628398-1628404,L. James-J. McGee-L. Stephenson-K. Kuzma-J. Hart,6.0
2544-203484-1627936-1628404-1629021,L. James-K. Caldwell-Pope-A. Caruso-J. Hart-M. Wagner,6.0
2544-203484-1627742-1628398-1628404,L. James-K. Caldwell-Pope-B. Ingram-K. Kuzma-J. Hart,6.0
2544-203484-203493-1627742-1628398,L. James-K. Caldwell-Pope-R. Bullock-B. Ingram-K. Kuzma,6.0
2544-203493-1627936-1628404-1629021,L. James-R. Bullock-A. Caruso-J. Hart-M. Wagner,6.0
2544-200765-1627936-1629021-1629140,L. James-R. Rondo-A. Caruso-M. Wagner-J. Williams,6.0
2544-200765-203484-203493-1628404,L. James-R. Rondo-K. Caldwell-Pope-R. Bullock-J. Hart,6.0
2544-200765-202362-203484-1627742,L. James-R. Rondo-L. Stephenson-K. Caldwell-Pope-B. Ingram,6.0
2544-200765-202362-203484-1628404,L. James-R. Rondo-L. Stephenson-K. Caldwell-Pope-J. Hart,6.0
2544-200765-202362-203493-1628398,L. James-R. Rondo-L. Stephenson-R. Bullock-K. Kuzma,6.0
202362-1627826-1628398-1628404-1629004,L. Stephenson-I. Zubac-K. Kuzma-J. Hart-S. Mykhailiuk,6.0
202362-203484-1627826-1628366-1628398,L. Stephenson-K. Caldwell-Pope-I. Zubac-L. Ball-K. Kuzma,6.0
202362-203484-1628366-1628398-1628404,L. Stephenson-K. Caldwell-Pope-L. Ball-K. Kuzma-J. Hart,6.0
201563-201580-1627742-1628366-1628404,M. Beasley-J. McGee-B. Ingram-L. Ball-J. Hart,6.0
201563-201580-202362-203484-1627742,M. Beasley-J. McGee-L. Stephenson-K. Caldwell-Pope-B. Ingram,6.0
201563-203484-1627742-1628366-1628398,M. Beasley-K. Caldwell-Pope-B. Ingram-L. Ball-K. Kuzma,6.0
201563-202362-1627742-1627826-1628398,M. Beasley-L. Stephenson-B. Ingram-I. Zubac-K. Kuzma,6.0
201563-202362-203484-1627742-1628398,M. Beasley-L. Stephenson-K. Caldwell-Pope-B. Ingram-K. Kuzma,6.0
200765-201580-203484-203488-1629203,R. Rondo-J. McGee-K. Caldwell-Pope-M. Muscala-J. Jones,6.0
200765-201580-203484-1629021-1629203,R. Rondo-J. McGee-K. Caldwell-Pope-M. Wagner-J. Jones,6.0
200765-201580-202362-203484-1627936,R. Rondo-J. McGee-L. Stephenson-K. Caldwell-Pope-A. Caruso,6.0
200765-201563-202362-203484-1627826,R. Rondo-M. Beasley-L. Stephenson-K. Caldwell-Pope-I. Zubac,6.0
200765-203493-1627936-1628404-1629140,R. Rondo-R. Bullock-A. Caruso-J. Hart-J. Williams,6.0
2199-1627742-1628366-1628404-1629004,T. Chandler-B. Ingram-L. Ball-J. Hart-S. Mykhailiuk,6.0
2199-2544-202362-203484-1627742,T. Chandler-L. James-L. Stephenson-K. Caldwell-Pope-B. Ingram,6.0
2199-201563-203484-1627742-1628404,T. Chandler-M. Beasley-K. Caldwell-Pope-B. Ingram-J. Hart,6.0
2199-201563-202362-203484-1629004,T. Chandler-M. Beasley-L. Stephenson-K. Caldwell-Pope-S. Mykhailiuk,6.0
2199-200765-203484-1627936-1628398,T. Chandler-R. Rondo-K. Caldwell-Pope-A. Caruso-K. Kuzma,6.0
1627936-1628404-1629021-1629067-1629140,A. Caruso-J. Hart-M. Wagner-I. Bonga-J. Williams,5.0
1627742-1628366-1628398-1628404-1629004,B. Ingram-L. Ball-K. Kuzma-J. Hart-S. Mykhailiuk,5.0
201580-203484-203493-1627936-1629021,J. McGee-K. Caldwell-Pope-R. Bullock-A. Caruso-M. Wagner,5.0
201580-202362-1628398-1628404-1629004,J. McGee-L. Stephenson-K. Kuzma-J. Hart-S. Mykhailiuk,5.0
203484-1627742-1627826-1628366-1628398,K. Caldwell-Pope-B. Ingram-I. Zubac-L. Ball-K. Kuzma,5.0
2544-201580-203484-1627742-1628404,L. James-J. McGee-K. Caldwell-Pope-B. Ingram-J. Hart,5.0
2544-201580-203484-1628404-1629004,L. James-J. McGee-K. Caldwell-Pope-J. Hart-S. Mykhailiuk,5.0
2544-201580-202362-203484-1628366,L. James-J. McGee-L. Stephenson-K. Caldwell-Pope-L. Ball,5.0
2544-203484-1627742-1628398-1629004,L. James-K. Caldwell-Pope-B. Ingram-K. Kuzma-S. Mykhailiuk,5.0
2544-203484-1627742-1628366-1628398,L. James-K. Caldwell-Pope-B. Ingram-L. Ball-K. Kuzma,5.0
2544-203493-1627936-1628404-1629140,L. James-R. Bullock-A. Caruso-J. Hart-J. Williams,5.0
2544-200765-201580-1627936-1628398,L. James-R. Rondo-J. McGee-A. Caruso-K. Kuzma,5.0
2544-200765-201580-1628398-1628404,L. James-R. Rondo-J. McGee-K. Kuzma-J. Hart,5.0
2544-200765-203484-203493-1628398,L. James-R. Rondo-K. Caldwell-Pope-R. Bullock-K. Kuzma,5.0
2544-200765-202362-203484-1629140,L. James-R. Rondo-L. Stephenson-K. Caldwell-Pope-J. Williams,5.0
202362-203484-1627742-1628366-1628398,L. Stephenson-K. Caldwell-Pope-B. Ingram-L. Ball-K. Kuzma,5.0
202362-203484-1627826-1628404-1629004,L. Stephenson-K. Caldwell-Pope-I. Zubac-J. Hart-S. Mykhailiuk,5.0
201563-201580-203484-1627742-1628366,M. Beasley-J. McGee-K. Caldwell-Pope-B. Ingram-L. Ball,5.0
201563-201580-202362-203484-1629004,M. Beasley-J. McGee-L. Stephenson-K. Caldwell-Pope-S. Mykhailiuk,5.0
201563-202362-1628366-1628398-1628404,M. Beasley-L. Stephenson-L. Ball-K. Kuzma-J. Hart,5.0
200765-201580-202362-1628404-1629004,R. Rondo-J. McGee-L. Stephenson-J. Hart-S. Mykhailiuk,5.0
200765-203484-203488-1628398-1628404,R. Rondo-K. Caldwell-Pope-M. Muscala-K. Kuzma-J. Hart,5.0
200765-202362-1628398-1628404-1629140,R. Rondo-L. Stephenson-K. Kuzma-J. Hart-J. Williams,5.0
2199-2544-201563-203484-1629004,T. Chandler-L. James-M. Beasley-K. Caldwell-Pope-S. Mykhailiuk,5.0
2199-202362-203484-1627742-1628366,T. Chandler-L. Stephenson-K. Caldwell-Pope-B. Ingram-L. Ball,5.0
2199-202362-203484-1628366-1628398,T. Chandler-L. Stephenson-K. Caldwell-Pope-L. Ball-K. Kuzma,5.0
2199-201563-203484-1628366-1628404,T. Chandler-M. Beasley-K. Caldwell-Pope-L. Ball-J. Hart,5.0
2199-201563-202362-203484-1628404,T. Chandler-M. Beasley-L. Stephenson-K. Caldwell-Pope-J. Hart,5.0
201281-203484-1627936-1628398-1629140,A. Ingram-K. Caldwell-Pope-A. Caruso-K. Kuzma-J. Williams,4.0
201580-1627742-1627826-1628366-1628404,J. McGee-B. Ingram-I. Zubac-L. Ball-J. Hart,4.0
201580-203484-1627936-1629021-1629203,J. McGee-K. Caldwell-Pope-A. Caruso-M. Wagner-J. Jones,4.0
201580-203484-1627742-1628404-1629004,J. McGee-K. Caldwell-Pope-B. Ingram-J. Hart-S. Mykhailiuk,4.0
201580-203484-1628366-1628404-1629004,J. McGee-K. Caldwell-Pope-L. Ball-J. Hart-S. Mykhailiuk,4.0
201580-1628366-1628398-1628404-1629004,J. McGee-L. Ball-K. Kuzma-J. Hart-S. Mykhailiuk,4.0
201580-202362-203484-1627936-1628398,J. McGee-L. Stephenson-K. Caldwell-Pope-A. Caruso-K. Kuzma,4.0
201580-202362-203484-1627742-1628398,J. McGee-L. Stephenson-K. Caldwell-Pope-B. Ingram-K. Kuzma,4.0
201580-202362-203484-203493-1627936,J. McGee-L. Stephenson-K. Caldwell-Pope-R. Bullock-A. Caruso,4.0
201580-203159-203484-1629067-1629140,J. McGee-S. Machado-K. Caldwell-Pope-I. Bonga-J. Williams,4.0
203484-1627936-1628404-1629021-1629140,K. Caldwell-Pope-A. Caruso-J. Hart-M. Wagner-J. Williams,4.0
203484-1627826-1628404-1629004-1629021,K. Caldwell-Pope-I. Zubac-J. Hart-S. Mykhailiuk-M. Wagner,4.0
203484-1627826-1628366-1629004-1629021,K. Caldwell-Pope-I. Zubac-L. Ball-S. Mykhailiuk-M. Wagner,4.0
203484-1629021-1629067-1629140-1629203,K. Caldwell-Pope-M. Wagner-I. Bonga-J. Williams-J. Jones,4.0
2544-203484-1627936-1628398-1629140,L. James-K. Caldwell-Pope-A. Caruso-K. Kuzma-J. Williams,4.0
2544-203484-1628398-1628404-1629004,L. James-K. Caldwell-Pope-K. Kuzma-J. Hart-S. Mykhailiuk,4.0
2544-202362-203484-1628398-1629021,L. James-L. Stephenson-K. Caldwell-Pope-K. Kuzma-M. Wagner,4.0
2544-200765-201580-203484-1627936,L. James-R. Rondo-J. McGee-K. Caldwell-Pope-A. Caruso,4.0
2544-200765-201580-203484-1628404,L. James-R. Rondo-J. McGee-K. Caldwell-Pope-J. Hart,4.0
2544-200765-201580-202362-1627742,L. James-R. Rondo-J. McGee-L. Stephenson-B. Ingram,4.0
2544-200765-202362-1627742-1627826,L. James-R. Rondo-L. Stephenson-B. Ingram-I. Zubac,4.0
2544-200765-202362-203484-1629021,L. James-R. Rondo-L. Stephenson-K. Caldwell-Pope-M. Wagner,4.0
2544-200765-203493-1628404-1629021,L. James-R. Rondo-R. Bullock-J. Hart-M. Wagner,4.0
202362-1627742-1627826-1628404-1629004,L. Stephenson-B. Ingram-I. Zubac-J. Hart-S. Mykhailiuk,4.0
202362-1627826-1628404-1629004-1629021,L. Stephenson-I. Zubac-J. Hart-S. Mykhailiuk-M. Wagner,4.0
202362-1627826-1628366-1629004-1629067,L. Stephenson-I. Zubac-L. Ball-S. Mykhailiuk-I. Bonga,4.0
202362-203484-1628366-1628398-1629004,L. Stephenson-K. Caldwell-Pope-L. Ball-K. Kuzma-S. Mykhailiuk,4.0
202362-203484-1628366-1629004-1629021,L. Stephenson-K. Caldwell-Pope-L. Ball-S. Mykhailiuk-M. Wagner,4.0
201563-201580-202362-203484-1628366,M. Beasley-J. McGee-L. Stephenson-K. Caldwell-Pope-L. Ball,4.0
201563-202362-1627742-1628404-1629021,M. Beasley-L. Stephenson-B. Ingram-J. Hart-M. Wagner,4.0
201563-202362-1627826-1627936-1629004,M. Beasley-L. Stephenson-I. Zubac-A. Caruso-S. Mykhailiuk,4.0
203488-1627936-1629021-1629140-1629203,M. Muscala-A. Caruso-M. Wagner-J. Williams-J. Jones,4.0
203488-203493-1627936-1629067-1629140,M. Muscala-R. Bullock-A. Caruso-I. Bonga-J. Williams,4.0
200765-1627742-1628366-1628398-1628404,R. Rondo-B. Ingram-L. Ball-K. Kuzma-J. Hart,4.0
200765-201580-203484-203488-1627742,R. Rondo-J. McGee-K. Caldwell-Pope-M. Muscala-B. Ingram,4.0
200765-201580-203484-203493-1627936,R. Rondo-J. McGee-K. Caldwell-Pope-R. Bullock-A. Caruso,4.0
200765-201580-203484-203493-1629021,R. Rondo-J. McGee-K. Caldwell-Pope-R. Bullock-M. Wagner,4.0
200765-201580-202362-203484-1627742,R. Rondo-J. McGee-L. Stephenson-K. Caldwell-Pope-B. Ingram,4.0
200765-201580-203488-203493-1627936,R. Rondo-J. McGee-M. Muscala-R. Bullock-A. Caruso,4.0
200765-201580-203493-1627742-1628404,R. Rondo-J. McGee-R. Bullock-B. Ingram-J. Hart,4.0
200765-201580-203493-1628398-1629021,R. Rondo-J. McGee-R. Bullock-K. Kuzma-M. Wagner,4.0
200765-203484-1627936-1628398-1629140,R. Rondo-K. Caldwell-Pope-A. Caruso-K. Kuzma-J. Williams,4.0
200765-203484-1628404-1629021-1629140,R. Rondo-K. Caldwell-Pope-J. Hart-M. Wagner-J. Williams,4.0
200765-203484-203488-1627936-1629021,R. Rondo-K. Caldwell-Pope-M. Muscala-A. Caruso-M. Wagner,4.0
200765-203484-203493-1628398-1629021,R. Rondo-K. Caldwell-Pope-R. Bullock-K. Kuzma-M. Wagner,4.0
200765-1628366-1628398-1628404-1629140,R. Rondo-L. Ball-K. Kuzma-J. Hart-J. Williams,4.0
200765-202362-1627742-1627826-1628404,R. Rondo-L. Stephenson-B. Ingram-I. Zubac-J. Hart,4.0
200765-202362-1627826-1628404-1629004,R. Rondo-L. Stephenson-I. Zubac-J. Hart-S. Mykhailiuk,4.0
200765-202362-203488-1627936-1629140,R. Rondo-L. Stephenson-M. Muscala-A. Caruso-J. Williams,4.0
200765-202362-203488-1627742-1628398,R. Rondo-L. Stephenson-M. Muscala-B. Ingram-K. Kuzma,4.0
200765-202362-203488-1629140-1629203,R. Rondo-L. Stephenson-M. Muscala-J. Williams-J. Jones,4.0
200765-201563-201580-202362-1628404,R. Rondo-M. Beasley-J. McGee-L. Stephenson-J. Hart,4.0
200765-203488-203493-1629067-1629140,R. Rondo-M. Muscala-R. Bullock-I. Bonga-J. Williams,4.0
203159-1627936-1629021-1629067-1629140,S. Machado-A. Caruso-M. Wagner-I. Bonga-J. Williams,4.0
2199-201580-1627742-1628366-1628404,T. Chandler-J. McGee-B. Ingram-L. Ball-J. Hart,4.0
2199-203484-1627742-1628366-1629021,T. Chandler-K. Caldwell-Pope-B. Ingram-L. Ball-M. Wagner,4.0
2199-2544-202362-203484-1628366,T. Chandler-L. James-L. Stephenson-K. Caldwell-Pope-L. Ball,4.0
2199-2544-200765-1628398-1628404,T. Chandler-L. James-R. Rondo-K. Kuzma-J. Hart,4.0
2199-2544-200765-202362-1627742,T. Chandler-L. James-R. Rondo-L. Stephenson-B. Ingram,4.0
2199-202362-1627742-1628404-1629004,T. Chandler-L. Stephenson-B. Ingram-J. Hart-S. Mykhailiuk,4.0
2199-202362-203484-1628398-1628404,T. Chandler-L. Stephenson-K. Caldwell-Pope-K. Kuzma-J. Hart,4.0
2199-202362-203484-1628366-1629004,T. Chandler-L. Stephenson-K. Caldwell-Pope-L. Ball-S. Mykhailiuk,4.0
2199-202362-203484-1629004-1629021,T. Chandler-L. Stephenson-K. Caldwell-Pope-S. Mykhailiuk-M. Wagner,4.0
2199-201563-1627742-1628366-1628404,T. Chandler-M. Beasley-B. Ingram-L. Ball-J. Hart,4.0
2199-201563-202362-1627742-1629004,T. Chandler-M. Beasley-L. Stephenson-B. Ingram-S. Mykhailiuk,4.0
2199-201563-202362-203484-1627742,T. Chandler-M. Beasley-L. Stephenson-K. Caldwell-Pope-B. Ingram,4.0
2199-200765-203484-203493-1628398,T. Chandler-R. Rondo-K. Caldwell-Pope-R. Bullock-K. Kuzma,4.0
201281-1627936-1629021-1629067-1629140,A. Ingram-A. Caruso-M. Wagner-I. Bonga-J. Williams,3.0
1627742-1627826-1628366-1628404-1629004,B. Ingram-I. Zubac-L. Ball-J. Hart-S. Mykhailiuk,3.0
201580-1627742-1628398-1628404-1629021,J. McGee-B. Ingram-K. Kuzma-J. Hart-M. Wagner,3.0
201580-1627742-1628398-1628404-1629004,J. McGee-B. Ingram-K. Kuzma-J. Hart-S. Mykhailiuk,3.0
201580-203484-203488-1627936-1629067,J. McGee-K. Caldwell-Pope-M. Muscala-A. Caruso-I. Bonga,3.0
201580-202362-1627742-1628404-1629004,J. McGee-L. Stephenson-B. Ingram-J. Hart-S. Mykhailiuk,3.0
201580-202362-203484-1627742-1628366,J. McGee-L. Stephenson-K. Caldwell-Pope-B. Ingram-L. Ball,3.0
201580-202362-203484-1628398-1629004,J. McGee-L. Stephenson-K. Caldwell-Pope-K. Kuzma-S. Mykhailiuk,3.0
201580-202362-203493-1627936-1629021,J. McGee-L. Stephenson-R. Bullock-A. Caruso-M. Wagner,3.0
201580-203488-1627936-1629067-1629203,J. McGee-M. Muscala-A. Caruso-I. Bonga-J. Jones,3.0
203484-203488-1629067-1629140-1629203,K. Caldwell-Pope-M. Muscala-I. Bonga-J. Williams-J. Jones,3.0
2544-201580-203484-1627742-1628366,L. James-J. McGee-K. Caldwell-Pope-B. Ingram-L. Ball,3.0
2544-201580-203484-203493-1627742,L. James-J. McGee-K. Caldwell-Pope-R. Bullock-B. Ingram,3.0
2544-201580-203484-203493-1628398,L. James-J. McGee-K. Caldwell-Pope-R. Bullock-K. Kuzma,3.0
2544-201580-1628366-1628398-1629004,L. James-J. McGee-L. Ball-K. Kuzma-S. Mykhailiuk,3.0
2544-201580-202362-203484-1627742,L. James-J. McGee-L. Stephenson-K. Caldwell-Pope-B. Ingram,3.0
2544-201580-203493-1627936-1628398,L. James-J. McGee-R. Bullock-A. Caruso-K. Kuzma,3.0
2544-203484-1627936-1628398-1629021,L. James-K. Caldwell-Pope-A. Caruso-K. Kuzma-M. Wagner,3.0
2544-203484-1627742-1628404-1629021,L. James-K. Caldwell-Pope-B. Ingram-J. Hart-M. Wagner,3.0
2544-203484-1628398-1628404-1629021,L. James-K. Caldwell-Pope-K. Kuzma-J. Hart-M. Wagner,3.0
2544-203484-1628398-1629004-1629021,L. James-K. Caldwell-Pope-K. Kuzma-S. Mykhailiuk-M. Wagner,3.0
2544-203484-203488-1627742-1628404,L. James-K. Caldwell-Pope-M. Muscala-B. Ingram-J. Hart,3.0
2544-203484-203493-1628398-1628404,L. James-K. Caldwell-Pope-R. Bullock-K. Kuzma-J. Hart,3.0
2544-1628398-1628404-1629004-1629140,L. James-K. Kuzma-J. Hart-S. Mykhailiuk-J. Williams,3.0
2544-202362-1628404-1629004-1629140,L. James-L. Stephenson-J. Hart-S. Mykhailiuk-J. Williams,3.0
2544-202362-203484-1627742-1628398,L. James-L. Stephenson-K. Caldwell-Pope-B. Ingram-K. Kuzma,3.0
2544-202362-203484-1628366-1629004,L. James-L. Stephenson-K. Caldwell-Pope-L. Ball-S. Mykhailiuk,3.0
2544-202362-203484-203493-1628398,L. James-L. Stephenson-K. Caldwell-Pope-R. Bullock-K. Kuzma,3.0
2544-202362-1628398-1628404-1629140,L. James-L. Stephenson-K. Kuzma-J. Hart-J. Williams,3.0
2544-202362-203493-1627742-1628398,L. James-L. Stephenson-R. Bullock-B. Ingram-K. Kuzma,3.0
2544-201563-203484-1628366-1628404,L. James-M. Beasley-K. Caldwell-Pope-L. Ball-J. Hart,3.0
2544-203488-203493-1627742-1628404,L. James-M. Muscala-R. Bullock-B. Ingram-J. Hart,3.0
2544-200765-1627936-1628404-1629021,L. James-R. Rondo-A. Caruso-J. Hart-M. Wagner,3.0
2544-200765-201580-203484-203493,L. James-R. Rondo-J. McGee-K. Caldwell-Pope-R. Bullock,3.0
2544-200765-201580-202362-1628366,L. James-R. Rondo-J. McGee-L. Stephenson-L. Ball,3.0
2544-200765-203484-1627742-1627826,L. James-R. Rondo-K. Caldwell-Pope-B. Ingram-I. Zubac,3.0
2544-200765-203484-1628404-1629140,L. James-R. Rondo-K. Caldwell-Pope-J. Hart-J. Williams,3.0
2544-200765-203484-203488-203493,L. James-R. Rondo-K. Caldwell-Pope-M. Muscala-R. Bullock,3.0
2544-200765-1628366-1628398-1628404,L. James-R. Rondo-L. Ball-K. Kuzma-J. Hart,3.0
2544-200765-202362-1628404-1629140,L. James-R. Rondo-L. Stephenson-J. Hart-J. Williams,3.0
2544-200765-202362-203493-1627742,L. James-R. Rondo-L. Stephenson-R. Bullock-B. Ingram,3.0
2544-200765-203493-1627742-1628404,L. James-R. Rondo-R. Bullock-B. Ingram-J. Hart,3.0
202362-1627826-1628366-1628404-1629004,L. Stephenson-I. Zubac-L. Ball-J. Hart-S. Mykhailiuk,3.0
202362-1627826-1628366-1628398-1629004,L. Stephenson-I. Zubac-L. Ball-K. Kuzma-S. Mykhailiuk,3.0
202362-203484-1627936-1628366-1628398,L. Stephenson-K. Caldwell-Pope-A. Caruso-L. Ball-K. Kuzma,3.0
202362-203484-1627936-1629021-1629140,L. Stephenson-K. Caldwell-Pope-A. Caruso-M. Wagner-J. Williams,3.0
202362-203484-1627742-1627826-1629021,L. Stephenson-K. Caldwell-Pope-B. Ingram-I. Zubac-M. Wagner,3.0
202362-203484-1627742-1627826-1629004,L. Stephenson-K. Caldwell-Pope-B. Ingram-I. Zubac-S. Mykhailiuk,3.0
202362-203484-1627742-1628398-1628404,L. Stephenson-K. Caldwell-Pope-B. Ingram-K. Kuzma-J. Hart,3.0
202362-203484-1627826-1628398-1628404,L. Stephenson-K. Caldwell-Pope-I. Zubac-K. Kuzma-J. Hart,3.0
202362-203484-1627826-1628366-1628404,L. Stephenson-K. Caldwell-Pope-I. Zubac-L. Ball-J. Hart,3.0
202362-203484-1628366-1628404-1629021,L. Stephenson-K. Caldwell-Pope-L. Ball-J. Hart-M. Wagner,3.0
202362-203484-203488-203493-1629021,L. Stephenson-K. Caldwell-Pope-M. Muscala-R. Bullock-M. Wagner,3.0
202362-1628398-1628404-1629004-1629140,L. Stephenson-K. Kuzma-J. Hart-S. Mykhailiuk-J. Williams,3.0
201563-1627742-1627826-1628398-1629004,M. Beasley-B. Ingram-I. Zubac-K. Kuzma-S. Mykhailiuk,3.0
201563-202362-1627742-1627826-1628404,M. Beasley-L. Stephenson-B. Ingram-I. Zubac-J. Hart,3.0
201563-202362-1627826-1629004-1629021,M. Beasley-L. Stephenson-I. Zubac-S. Mykhailiuk-M. Wagner,3.0
201563-202362-203484-1627742-1627826,M. Beasley-L. Stephenson-K. Caldwell-Pope-B. Ingram-I. Zubac,3.0
201563-202362-203484-1628366-1628398,M. Beasley-L. Stephenson-K. Caldwell-Pope-L. Ball-K. Kuzma,3.0
201563-202362-203484-1628366-1629021,M. Beasley-L. Stephenson-K. Caldwell-Pope-L. Ball-M. Wagner,3.0
200765-1627936-1628398-1629021-1629140,R. Rondo-A. Caruso-K. Kuzma-M. Wagner-J. Williams,3.0
200765-201580-203484-203488-1628404,R. Rondo-J. McGee-K. Caldwell-Pope-M. Muscala-J. Hart,3.0
200765-201580-202362-203484-203488,R. Rondo-J. McGee-L. Stephenson-K. Caldwell-Pope-M. Muscala,3.0
200765-201580-202362-1628398-1628404,R. Rondo-J. McGee-L. Stephenson-K. Kuzma-J. Hart,3.0
200765-201580-202362-1629004-1629021,R. Rondo-J. McGee-L. Stephenson-S. Mykhailiuk-M. Wagner,3.0
200765-201580-203493-1627742-1628398,R. Rondo-J. McGee-R. Bullock-B. Ingram-K. Kuzma,3.0
200765-201580-203493-1628398-1628404,R. Rondo-J. McGee-R. Bullock-K. Kuzma-J. Hart,3.0
200765-203484-1627936-1628404-1629140,R. Rondo-K. Caldwell-Pope-A. Caruso-J. Hart-J. Williams,3.0
200765-203484-1627936-1629021-1629140,R. Rondo-K. Caldwell-Pope-A. Caruso-M. Wagner-J. Williams,3.0
200765-203484-1627742-1627826-1629004,R. Rondo-K. Caldwell-Pope-B. Ingram-I. Zubac-S. Mykhailiuk,3.0
200765-203484-203488-1627936-1629140,R. Rondo-K. Caldwell-Pope-M. Muscala-A. Caruso-J. Williams,3.0
200765-203484-203488-1627742-1628398,R. Rondo-K. Caldwell-Pope-M. Muscala-B. Ingram-K. Kuzma,3.0
200765-202362-1627742-1627826-1628398,R. Rondo-L. Stephenson-B. Ingram-I. Zubac-K. Kuzma,3.0
200765-202362-203484-1627936-1629140,R. Rondo-L. Stephenson-K. Caldwell-Pope-A. Caruso-J. Williams,3.0
